LowTemp;HighTemp;SnowThickness
-17,5;-4,9;40
-21,9;-4,8;40
-11,7;-4,3;40
-9,7;-2,4;40
-14,3;-5,4;40
-21,5;-1,9;40
-8,1;-1;40
-13,3;1,7;40
-9,1;1,8;40
-19,1;1,1;39
-13,1;2;40
-11,7;1,1;40
-19,3;2,3;39
-11,6;1,5;39
-16,8;3,3;39
-8,9;3,4;39
-14,7;2,3;39
-12,5;3;39
-3,5;3,8;39
-13,3;1,5;39
-16,2;1,4;39
-11,9;2;39
-13,7;1,6;39
-18,1;3,1;39
-12,1;5,1;38
-13,6;5,3;38
-5,1;3,7;39
1;4,2;36
0;7,9;33
3,2;6,7;25
3,6;7,1;15
3,3;6,4;9
2,5;8,4;2
4,4;7,1;0
0,3;7,1;0
-5,2;11,7;0
-2,8;12,7;0
4,1;8,1;0
3,3;11,5;0
0,5;9,8;0
-3,2;9,4;0
0,1;7,6;0
-1,1;9,3;0
-2;12,1;0
2,4;7,6;0
1,1;7,1;0
-4,7;8;0
0,5;8,7;0
0,2;9,5;0
1;8,3;0
-4,2;16;0
5;16,9;0
0,3;12,4;0
-1;10,5;0
6,7;8,6;0
4,3;15,4;0
2,8;15,9;0
2;17,6;0
7,7;17;0
2,2;16,6;0
-2,2;20,5;0
2,9;25,2;0
7,5;25,1;0
8;25,6;0
11,3;23,5;0
10,8;21,1;0
4,9;21,1;0
7,9;19,5;0
3,5;20,7;0
0,8;22,7;0
3,5;23,2;0
14;24,2;0
12,4;24,9;0
4;26,1;0
5,2;28;0
5,5;25,8;0
13,3;25,8;0
13,1;27,7;0
13,7;28,2;0
10,5;22,9;0
9,6;26,7;0
13,3;23,9;0
11;21,2;0
12,3;20,9;0
5,7;20,1;0
3,6;20,7;0
8,3;17;0
2;13,7;0
-2,1;19,5;0
11,8;16,8;0
11,8;17;0
7,9;20,3;0
9;17,7;0
7,8;15,4;0
2,3;18,9;0
3,9;17,5;0
11,2;20,7;0
11,2;22,6;0
15,5;22,7;0
8,8;25,9;0
11,8;24,8;0
13,2;27,4;0
16;27,8;0
15,8;21,6;0
10;25,2;0
14,3;21,7;0
14,7;19,1;0
11,5;18,5;0
10,8;19,5;0
6,3;21,5;0
11,7;23,7;0
14,2;21,1;0
6,8;23,9;0
12,7;20,4;0
5,7;17,8;0
12,4;19,8;0
3,2;16,3;0
2,3;20;0
5,3;22,3;0
12,2;19;0
5,2;17;0
8,3;13,2;0
5,5;15,1;0
2,7;17,2;0
10,7;17,1;0
8,7;17,7;0
8,5;17,9;0
10,8;15,3;0
11,2;22,5;0
12,9;23,4;0
11,4;25;0
4,5;26,2;0
8,3;25,5;0
10,5;26,7;0
10,2;26,4;0
14,7;19,3;0
16,8;22,2;0
13,2;20,1;0
14,4;22,2;0
13,3;23,7;0
8,5;27,1;0
15;25,8;0
7,9;25,1;0
8,3;24,5;0
16,7;20,7;0
12,2;17,6;0
11;21,2;0
6,3;16;0
12;18,7;0
8,6;20,9;0
2,3;18,2;0
12,1;18,3;0
12,7;19,2;0
5,4;18,1;0
13,9;22,2;0
15,2;21,8;0
7,5;23,7;0
4,5;21,9;0
6,6;16,4;0
1,4;15,9;0
0,3;20,1;0
3,3;23,2;0
3,3;22,2;0
9,4;23,9;0
9,2;20,3;0
2,2;16,8;0
1,4;17,7;0
-1,9;19,6;0
2,9;19,4;0
10,5;14,6;0
4,5;19,9;0
7,7;17,9;0
1,9;21,8;0
7,7;21,2;0
8,5;21,3;0
7,9;19,7;0
8,9;20,4;0
1,2;18,1;0
2,3;15,5;0
8,7;18,7;0
4,4;20;0
5,3;21,1;0
8,2;19,2;0
7,4;17,1;0
3,5;17,4;0
10;16,8;0
11,9;17,3;0
11,7;14,6;0
8,7;12,5;0
4,1;12,6;0
3,6;11,4;0
1,2;7,4;0
-1,1;6,2;0
-0,5;6,9;0
4,5;8,6;0
3,1;8,2;0
-3;7;0
-2,7;6,6;0
-3,8;6,7;0
-3,7;11,5;0
5,5;13;0
2,7;12,1;0
6,5;11,2;0
6,9;10,4;0
4,6;14,2;0
1,9;11,2;0
8,4;12,5;0
-0,7;11,3;0
-2,1;10;0
1,6;12,9;0
-3,9;9,2;0
-6,9;7,8;0
0,9;7,5;0
-7,3;4,1;0
-4,3;2,8;0
-4,5;-0,1;0
-7,9;0,4;4
-6,5;2,9;4
-10,7;1,6;4
-12,7;0,4;2
-1,1;9,9;5
6,6;11,9;0
1,7;8,5;0
-2,1;4,2;0
3,4;6,7;0
5;10,3;0
4,4;8,3;0
1,1;5,8;0
-0,9;4,1;0
0,8;4,5;0
0,8;4,3;0
-0,8;3,5;0
0,3;2,6;0
0,1;2,3;2
0,8;3,9;0
-0,9;1,1;0
-1;2,7;0
-0,4;5,6;0
1,4;5,3;0
-3,6;2,6;0
-2,2;4,4;0
1,5;4,6;0
-6,6;2,9;0
-5,8;4,3;0
3,2;5,2;0
0,4;9,1;0
-3,3;5,2;0
2,9;5,4;0
-5,2;3,7;0
-11,1;-4,2;0
-4,2;-0,5;7
-3,8;0,8;6
-5,3;0,5;11
-10,2;-2;9
-14,3;1,1;9
0,2;5,8;8
-1,3;3,5;3
-12,1;0;4
-12,4;-0,8;6
-9,3;0,3;14
-15,4;-2,7;15
-2,7;5,4;15
-7,1;0,6;11
-7,3;-1,5;12
-4,3;-1,9;13
-8,8;-2,8;25
-17,9;-7,4;22
-20,9;-8,7;22
-13,1;0,1;21
0,1;7,3;21
2,7;6,2;13
-6,5;3;11
-15,3;-2,9;10
-9,8;-0,4;12
-0,4;3,2;15
-0,8;3,5;9
-4,2;0;8
-5,7;0,2;9
-0,2;2,1;16
-0,9;1,7;14
0;2,4;16
-0,5;2,4;14
-1;0,8;16
0,1;4,8;16
2,8;5;7
-0,2;2,9;4
0,3;5,4;4
3,5;5,5;0
-0,8;3,7;0
-0,9;1,6;0
0,1;2,6;2
-0,2;1,3;0
-1,1;0,3;0
-1,3;0,6;0
0,3;0,7;0
0,1;1;0
-0,3;2,3;2
1,4;2,6;0
0,6;2,6;0
-9;0,6;0
-16,5;-9;5
-17,2;-11,1;5
-21,2;-13,2;6
-23;-13;6
-20,6;-10,8;6
-24,7;-18,7;6
-23,5;-16,4;6
-26,3;-18,8;6
-26;-20,1;6
-24,8;-11;7
-17,1;-9,1;9
-19,8;-14,5;9
-23;-13,6;8
-13,6;-5,4;9
-5,9;-4,8;9
-5,3;-3,1;8
-12,9;-3,4;8
-13,5;-8;8
-16,6;-11,8;8
-19,9;-14,6;8
-21;-14,4;8
-14,8;-7,2;11
-7,4;-4;12
-4,4;0,8;14
-0,1;1,1;13
-2,5;-0,1;12
-6,3;-2,4;13
-6,7;-3,6;13
-3,7;0,7;12
0,5;2;15
0,9;2,1;12
0,1;1,5;10
-0,7;0,8;12
-0,4;0,9;11
-0,7;0,9;12
-0,9;0,5;11
-1,9;0,9;17
0,6;2,1;13
-0,2;1,1;14
-8,7;0;15
-9,8;-4,9;16
-6,4;-3,4;16
-3,5;1,2;15
0,7;3,3;14
2,8;6,1;8
3;5,7;0
-1,5;4,2;0
-2,2;0,2;0
-0,9;1,1;0
-1,3;0,6;0
-4,9;-0,1;0
-0,8;0,6;0
-0,3;0,4;0
-0,3;2,5;2
0,4;3,9;2
1,4;3,7;2
2,6;5,4;3
0;6,2;3
3,7;7,3;2
1,1;5,3;2
0,8;9,2;2
2,7;8,7;2
1,3;5;2
-7,6;2,1;2
-6,5;-1,7;4
-16,2;-1;4
-17,4;-0,9;2
-8,1;-3,8;9
-13,1;-2,6;7
-4,4;3,8;9
-4,3;7,2;6
-1,9;3,5;3
-0,1;7,6;5
-4,4;4,9;3
-10,3;7,5;3
-1,9;9,1;3
-7,8;8,5;2
-3,5;8,3;3
-1,9;3,7;3
-9,6;2,2;3
-3,5;2,6;3
-4,4;4,4;3
-6,6;3,9;3
-7,3;3;2
-3,2;5,6;0
-2,7;5,3;0
-11,4;6,2;0
-8,8;4,3;0
-11,7;4,6;0
-6,6;6,7;0
-0,9;5,3;0
-0,6;11,6;0
3;8,7;0
2,7;7,6;0
0,4;5,8;0
-4,8;8,9;0
0,9;10,6;0
1,9;8,9;0
-1,8;13,3;0
4,2;13,1;0
-0,6;16,4;0
-3,3;9,2;0
-3,9;6,1;0
-8,1;11;0
-4,8;15,9;0
-4;16,4;0
-4,3;14,9;0
0,4;12,9;0
-1,9;8,2;0
-0,7;5;0
-6,6;6,3;0
-9,3;6,9;0
-6,4;8,6;0
-5,6;4,5;0
-7;8,2;0
-7,1;7,2;0
-7,7;7,5;0
-6,4;11,7;0
0,1;8,8;0
5,9;8,8;0
2,7;6,7;0
-1,7;11;0
5,6;13;0
2,4;7,8;0
-5,1;11,6;0
3,9;14,2;0
4,5;21,7;0
6;24,1;0
3,4;29,3;0
14;22,4;0
4,4;23,2;0
6,1;26,1;0
8,2;28,9;0
13,7;29;0
8;22,6;0
3,2;9,9;0
2,3;8,9;0
5;15;0
3,9;16,5;0
8,4;13,1;0
6,1;16,3;0
7,8;13,3;0
-1;16,9;0
1,4;23;0
14;23,6;0
14,8;28,8;0
13,9;26,5;0
11;24,3;0
12,6;22,6;0
10,8;18,1;0
7,7;16,9;0
3;21,8;0
12,1;17,6;0
7,9;16;0
3,7;14,3;0
0,3;15,7;0
4,4;13,5;0
0,7;10,5;0
-0,1;15,5;0
6,9;13,6;0
-0,3;12,1;0
3,8;11,3;0
0,7;12;0
2,2;18,1;0
8,1;14,1;0
4,5;14,4;0
0,7;13,3;0
3;13,3;0
2,4;17,4;0
3,3;19,9;0
4,3;16,4;0
5,6;19,8;0
10,2;16,6;0
9,8;16,4;0
9,2;19,5;0
10,2;22,7;0
6,5;25,4;0
8,3;27,1;0
9,3;27,8;0
10,5;29,2;0
12,3;22,7;0
3,2;24,7;0
6,2;25,7;0
10,8;24,1;0
15,7;28,8;0
15,4;26;0
12,1;22,4;0
11,6;24,7;0
10,7;25,2;0
13,7;25,8;0
10;25,9;0
8,9;26,9;0
8,4;28,3;0
10,5;29,6;0
10,4;29,1;0
11,2;29,8;0
10,3;29,9;0
12;30,5;0
14,5;26,9;0
13,3;24,3;0
6,3;25,7;0
16,6;24,6;0
11,7;23,7;0
13,7;23,8;0
7,7;28;0
17,9;29,3;0
16,2;29,6;0
13,9;28,7;0
14,3;29;0
11,8;26,2;0
13,6;22,4;0
12,7;23,8;0
9,9;24,4;0
17,1;22,4;0
8,1;21,7;0
9,8;20,5;0
6,6;19,6;0
3;18,6;0
0,8;17,8;0
4,7;18,3;0
11,6;18,8;0
9,3;18,1;0
9,5;17,7;0
7,8;17,9;0
4,1;16,1;0
8,3;17,1;0
2,6;18;0
11,5;15,7;0
12,2;16,4;0
11,8;17,7;0
7,5;12,2;0
6,2;14;0
-2,7;14,8;0
-0,7;14,7;0
8,2;18,7;0
6,1;19;0
9,7;20,4;0
10,2;18,8;0
6,2;18,7;0
3;20,8;0
4,3;18,7;0
5;22;0
8,9;20,7;0
7;18,9;0
7,9;16,9;0
0;18;0
2;17,3;0
-2,6;16,6;0
-1,1;18,1;0
2,9;16,4;0
6,1;17,6;0
4,9;16,8;0
4,4;18;0
7,4;14,9;0
-0,2;8,7;0
-3;5,2;0
0,3;2,9;0
0,5;8,7;0
1,9;11,5;0
5,6;11,7;0
6,3;11,6;0
4,8;11,9;0
0,7;10,3;0
-6,4;10,4;0
-1;10,6;0
-0,7;9;0
0;10,6;0
1,9;8,6;0
-4,4;3,5;0
1,6;5,9;0
0,7;7,1;0
4,6;6,6;0
3,5;5,7;0
3,4;5,3;0
2,2;5,1;0
-2;2,8;0
-4,2;2,3;0
-4,9;2,4;0
-8,5;2,2;0
-9,2;0,6;0
-8,8;2,5;0
1,3;4,2;0
0,2;3,2;0
-5,5;0,3;0
-9,7;-3,6;0
-12,1;-3;0
-6;-0,2;0
-1,1;4,1;6
4;8,9;0
5;11,4;0
2,2;12,2;0
2,9;13,2;0
-6,3;2;0
-8,9;-2,7;0
-3,3;4,7;6
4,7;10,1;0
-0,1;9,1;0
-14,9;0,1;17
-18,4;-9;16
-12;-6,2;14
-7,7;-3,6;13
-4;4;14
3,7;5,9;3
3,2;6,5;0
-2,8;4,3;0
-4,6;-2,7;0
-3,8;-2,2;0
-3,7;-2,5;0
-3,2;0,6;0
-4,7;0,5;0
-3;1,3;0
-0,1;1,6;0
-3;-0,1;0
-3;-1;0
-2,2;-1,2;0
-3,2;-1;0
-2,5;1,5;0
0;2,4;0
1,4;2,9;0
-0,6;1,6;0
-0,1;2,6;0
0,8;2,1;0
-1,7;0,9;0
-4,1;-0,9;0
-4,5;0,4;0
-0,5;4,5;4
-2,2;4,6;0
-1,8;2,3;0
-1,5;2,8;0
-3,4;2,1;0
2;4,5;0
-1,3;2,4;0
-2,8;3,6;0
0,2;2,7;0
-0,1;2,6;0
-1,4;1,2;0
-2;-0,2;0
-2,1;3,5;0
-0,1;2,2;0
-7;1;2
-8,5;-1,5;2
-7,5;0,4;4
-2,4;0,1;13
-4,7;-2,3;19
-6,3;-3,8;18
-16,8;-6,2;17
-20,4;-16;16
-22,9;-6,3;15
-9;-5,4;14
-12,9;-5,7;17
-13,4;-10,6;16
-13,8;-9,2;17
0;2,5;18
1,5;3,5;17
-0,1;3,2;14
-4,7;0;21
-10;-4,5;23
-23,9;-9,9;22
-25,8;-13,4;22
-13,9;0;23
-1,5;0,2;26
-2,7;0;32
-12,8;-2,6;35
-18,8;-12,3;34
-17,5;-14,6;33
-17,7;-11,9;32
-13,6;-1,3;32
-2;-0,4;32
-1,3;1;31
0,3;2,1;30
-2,7;0,7;30
-20,5;-2,4;29
-26,9;-16,7;29
-20,8;-12;29
-23,9;-16,3;29
-27,6;-15,4;29
-15,9;-1,5;29
-1,5;0,2;34
-1,9;-0,8;33
-2,2;-0,1;40
-2,6;0,4;40
-1,2;1,2;40
-1,6;0,1;39
-6,6;-1,6;40
-4;-2,3;44
-9,6;-4;44
-10;-5,4;43
-5,7;-3,6;43
-9,7;-3,3;43
-6,7;0,9;43
-5,1;2,9;46
-18,1;-1,6;45
-18,9;-0,5;46
-0,6;6,2;44
4,9;6,4;40
-1,8;5,3;38
-10,4;-0,1;37
-11,9;-1,5;38
-24,2;-11,4;38
-14,2;-3,4;38
-6,4;0,3;38
-2,7;0,7;38
-2,9;4,3;39
1,4;4,8;34
0,3;2,4;31
-1,7;0,9;30
-3,9;0,7;29
-0,3;1,7;31
0,2;2,7;31
1,4;2,6;29
-0,8;2,1;28
-1,2;1,5;28
0,1;3,6;28
-0,1;2,4;27
0,7;1,7;26
0,1;1,8;26
-0,5;0,8;25
-1,5;1,6;24
-1,7;3;26
1,8;5,5;23
-0,4;5;20
-2,3;3;19
-4,3;2,8;18
-8,7;4,9;18
-5,9;5,8;18
-6,4;7;17
-9,6;7,6;18
-6,1;8,9;18
-5,1;9,4;18
-4,2;6,7;16
0,3;6,3;15
-4,4;3,2;14
-11;-3,1;14
-16,2;-1,9;14
-1,9;1,4;16
-5,1;0,5;21
-19,2;0;21
-16,5;0,7;22
-4,8;4,2;21
-1;2,1;19
0;2,8;16
-0,2;2;16
-0,5;2,9;21
-1,1;3,9;16
-4,5;3,7;17
-0,5;3,8;16
-0,5;5;16
-3,7;6,7;14
-5,5;2,8;12
1,2;9,4;11
2,7;6,3;6
1,8;8,4;2
0,1;9,1;0
-1,6;8,6;0
-1,4;13,1;0
0,3;10,7;0
0,1;5,8;0
-1,1;4,9;0
-1,4;4,7;2
0,2;8,6;0
0,2;9,7;0
-0,9;10,3;0
-1;8,5;0
-0,1;11,4;0
1,7;9,6;0
0,1;7;3
-0,8;8,4;0
-5,9;7,9;0
-2,9;11,7;0
1,5;12;0
-1,9;11,3;0
-5;8,7;0
-1,6;9,7;0
2,7;13,7;0
0,8;10,6;0
1,4;5,8;0
-6,6;10,8;0
-0,5;15,3;0
7,1;16,9;0
9,8;17,7;0
7,7;16,4;0
4,2;12;0
2,5;14,4;0
4,7;13,9;0
7,1;10,6;0
5,8;11,3;0
3,9;7,5;0
1,6;10,3;0
3,7;8,8;0
3,1;11;0
3,4;10,8;0
4,9;7,3;0
-1,1;11,6;0
1,9;16,6;0
3,1;18,4;0
5,2;14,1;0
4,2;13,1;0
1,3;11,2;0
5,9;18,2;0
9;15,7;0
5,4;15,5;0
-0,7;18,4;0
4,3;18,6;0
7,9;16,3;0
3;16,5;0
8,4;17,1;0
7,2;13,1;0
7,1;14,5;0
4,9;14,1;0
4,7;17,8;0
7,3;11,8;0
6,7;13,9;0
6,2;13,9;0
6,7;14,2;0
7;13,4;0
2,3;16,9;0
9,2;15,5;0
-1,6;16,9;0
6,6;9,3;0
5,9;12,6;0
5,7;14,4;0
0,1;18,5;0
3,7;15,7;0
11,1;19,4;0
11,8;21,2;0
9,9;22,5;0
11,4;15,6;0
10,2;18,3;0
11,1;18,4;0
8,7;16,5;0
9,5;16;0
5,9;20,9;0
6,9;23,6;0
12,4;14,6;0
5,3;21,2;0
7,9;20,4;0
13,3;25,7;0
13,5;18,1;0
9;15,7;0
-0,2;18,9;0
11,1;16,2;0
10,2;17,4;0
13,1;15,7;0
10,9;15,8;0
10;18,6;0
8,8;16,6;0
6,1;16,3;0
3,4;16,6;0
0,1;18,2;0
8;19,2;0
6;19,8;0
3,1;21,9;0
10,8;18,4;0
9,1;19,6;0
5,9;19,2;0
6,5;20,1;0
10,8;17,3;0
11,1;17,3;0
10,5;20,3;0
6,2;19,7;0
13,5;19,1;0
12,9;19,5;0
8,2;18,8;0
9,9;21,1;0
8,5;21,4;0
12,9;18,7;0
11,5;16,5;0
7,5;17,9;0
9,8;20,3;0
3,6;23,3;0
13,7;19;0
14,4;23;0
12,3;23,2;0
11,7;20,1;0
4,5;21,8;0
10,5;23,3;0
13,5;18,9;0
8,2;16,6;0
9,1;19,4;0
5,7;19,2;0
0,7;20,7;0
0,8;23;0
0,5;24,2;0
2,2;24,4;0
4,9;24,2;0
7,5;24,1;0
7,3;25,5;0
4,5;24,8;0
1,1;24,7;0
4,3;25,2;0
5,6;24,9;0
11,5;22;0
12,3;17,2;0
9;17,7;0
7,4;19,7;0
3,7;19,6;0
6,4;18,6;0
-1,1;13,9;0
-1,9;15,9;0
2,2;16,2;0
8,8;17,5;0
8,3;15,6;0
5,1;13,2;0
4,3;12,4;0
-0,8;16,7;0
3,1;18,2;0
-0,8;20,7;0
2,8;20,3;0
0,3;19,8;0
2,2;19;0
1;17,1;0
10,3;13,3;0
10,6;14,4;0
12,5;16,6;0
12,5;15,1;0
9,2;14,9;0
7;16,2;0
8,7;11,3;0
7,4;13,3;0
10,3;15,1;0
10;14,8;0
5,6;14,2;0
5,8;13;0
2,6;11,5;0
-2,3;13,4;0
7,8;13,4;0
5,1;12,1;0
6,7;13,8;0
0,5;9,6;0
2,1;12,5;0
-1,7;7,6;0
-6,7;6,2;0
-10,1;6,2;0
-10,9;4,9;0
-10,7;5,2;0
-9,1;3,4;0
-8,2;9,7;0
-2,5;9,1;0
2,3;10,2;0
-3,1;9,7;0
0,2;10,9;0
4,9;10,2;0
5,5;12,1;0
2,8;12,4;0
-0,8;9,4;0
2,5;6,7;0
4,1;7,3;0
6,5;9,9;0
6,2;9,9;0
-1,4;7,6;0
3,3;8,2;0
0,6;8,3;0
-3,1;5,4;0
-5,5;3,3;0
-4,6;4,1;0
-9,8;2,2;0
-3;6,4;0
6,2;10,1;0
7,3;11,7;0
4,2;11,5;0
3,9;8,8;0
-5,3;5,6;0
0,5;6,2;0
6,2;8,5;0
4,2;6,7;0
2;4,3;0
3,2;4,9;0
0,1;3,8;0
0,1;2,2;0
0,3;2,7;0
1,1;5,5;0
0,2;3,9;0
0,3;2;0
0,3;2,2;0
1,6;3,3;0
0,9;1,9;0
-0,2;1,6;0
-2,1;-0,2;12
-5,5;-2,1;13
-10;-2,4;11
-5,7;-1,5;10
-1,5;2,9;8
2;3,2;0
2;6,3;0
4,7;9,4;0
-0,2;4,9;0
0,8;2,7;0
0,1;1,4;0
-1,4;0,5;0
-1,6;0,9;3
-2,9;0,5;4
-0,9;2,9;18
0,6;4,3;11
0,6;2,9;10
-3;2,4;9
-0,8;5,5;6
-0,2;4,6;0
-1;4,8;0
-1,4;0,8;0
-8,3;0,1;0
-12,5;-4,3;0
-16,3;-2,3;3
-16,3;-3,7;6
-17,4;-4,9;6
-4,9;0,2;5
0,1;2;12
0;5,9;9
1,9;6,9;2
0;3,6;2
-1,6;0,1;0
-3,1;1;10
0,8;4,7;3
-4,5;2,7;5
-10,5;-3,1;4
-16,9;-3,4;5
-18,1;-7,8;5
-7,9;-1,5;5
-2,6;0;5
-8,3;-1,5;5
-18,9;-8,3;5
-19,9;-7,5;5
-21,2;-12,2;6
-24;-12,9;6
-30,2;-22,9;6
-31,7;-27;6
-29,9;-16,3;5
-21,4;-14,5;7
-17;-11,2;8
-21,8;-11,6;9
-15,8;-9,8;8
-17,7;-12,7;8
-12,7;-9,4;9
-24,5;-8,1;9
-19,4;-10,5;12
-31,4;-16,6;13
-32,8;-26,1;13
-30,1;-22,1;13
-26,7;-18,3;15
-32;-24,3;17
-29,6;-5,3;16
-6,4;-3,2;15
-4,9;-3,4;15
-7,5;-4,3;16
-7,7;0,7;18
-2,1;1;18
-0,6;1;18
-9,9;-0,6;18
-1;2,6;22
-2,9;1,8;21
-5,6;-1,8;21
-4,4;-1,7;23
-6,9;-2,6;25
-7,6;-4,8;24
-10;-5,1;26
-9,6;-3,9;26
-3,9;3,3;27
2,4;3,5;19
0,1;2,9;13
0,9;2,8;14
0,2;2,5;12
-0,1;0,4;17
-4,5;0,2;20
-5,8;0,8;19
-4,9;-0,1;19
-8,2;-2,2;20
-10,7;0,4;19
-7;0,4;19
-2,6;0,7;21
-2,3;0,2;21
-1,3;0,6;26
-4,9;0;26
-10,4;-4,9;28
-9,1;-1,4;26
-11,2;-1,7;29
-21,4;-4,4;29
-11,4;-5,9;38
-10,4;-5,8;39
-16,5;-3,9;37
-6,4;1,8;35
-9;-3,1;34
-14;-4,5;33
-8,8;-3,5;33
-3,9;-0,6;32
-3,8;0,5;32
-0,8;1;32
0,1;3;32
-1,5;2,1;30
-3,6;1,6;29
-6,9;1,9;29
-4,8;0,1;30
-3,3;-0,6;30
-3,2;4,8;29
-4,9;9,1;29
2,6;8,2;26
-2,4;5,1;22
-7,6;-2,2;22
-13,4;-2,4;22
-13,2;-1,4;22
-18,5;-0,6;21
-19,2;-0,4;21
-11,1;-1,7;21
-10,3;1,8;23
-1,8;2,1;24
0,8;3,8;23
2,2;9;21
2,3;7,4;19
-2,4;10,3;16
1,4;8,3;14
-1,2;2,7;12
-1,4;1,6;12
-4,1;7,6;12
-5,6;8,8;10
-1,1;9,3;10
2;6,4;8
1,2;4,6;6
3,9;8;0
2,7;8,5;0
-1,5;10,1;2
-2,6;8,9;0
0,3;3,3;0
-3,6;7,1;2
-7,5;6,1;0
-5,4;6,2;0
-3,9;5,4;0
-2,1;5,8;0
-3,1;4,8;0
4,6;11,2;0
-3,4;12,2;0
4,3;11,8;0
0,6;15,4;0
1,9;18,8;0
-2,3;14,2;0
-3,1;17,3;0
-2,4;19,4;0
-0,3;18,3;0
-1,2;21,7;0
-0,7;20,5;0
0,8;22,2;0
4,7;16,9;0
0,7;9,7;0
1,5;13,4;0
-4,1;17,8;0
-0,8;15,8;0
3,1;13;0
6,5;9,5;0
6,7;17,7;0
6,4;14,2;0
-0,9;11,8;0
5,1;17;0
3,2;16,6;0
4,9;19,5;0
6,8;18,4;0
2,4;24,8;0
8,3;22,7;0
10;14,3;0
9,3;15;0
7,9;17,1;0
9,1;21,4;0
3,2;22,7;0
5,8;25,9;0
7,2;26;0
8,8;24,5;0
8,1;25,1;0
3,7;19,8;0
3,2;13,2;0
4,2;11,9;0
0,1;14,8;0
-1,7;17,7;0
4;16,3;0
2,8;6,7;0
2,8;12,2;0
2,2;14,2;0
5,1;15,7;0
-0,8;18,3;0
0,2;17,3;0
0,2;22,8;0
6,8;20,9;0
13,6;20,7;0
10,9;20,2;0
10,4;15,1;0
8,5;18,2;0
4,1;23,4;0
10,5;20,6;0
5,8;23;0
7;23,8;0
10,9;20,2;0
11,7;24,5;0
9,8;22,5;0
13,6;21,6;0
9,4;22,8;0
7,4;23,3;0
13;23;0
14,5;25,7;0
13,6;22,8;0
9,4;15,3;0
10,6;12,7;0
10,4;13,2;0
11,7;15,5;0
11,9;17,4;0
12;16,2;0
10,2;21;0
6,5;23,7;0
8,5;22,8;0
8,2;24;0
7,3;24,6;0
10,4;21,9;0
14,4;19,9;0
13;20,7;0
7,5;21;0
4,4;19;0
1,7;22,9;0
5,9;23,7;0
3,8;25,1;0
12,2;26,5;0
13,4;25,5;0
11,3;26,1;0
10,8;28,6;0
14,7;26,4;0
10,4;24,5;0
